Date,Beras,Daging Ayam,Daging Sapi,Telur Ayam,Bawang Merah,Bawang Putih,Cabai Merah,Cabai Rawit,Minyak Goreng,Gula Pasir
2017-02-09,11250.0,31400.0,113100.0,21600.0,35100.0,38700.0,46850.0,87400.0,13950.0,15400.0
2017-02-10,11250.0,31250.0,113200.0,21600.0,35200.0,39000.0,46500.0,88150.0,13950.0,15400.0
2017-02-11,11250.0,31250.0,113200.0,21600.0,35200.0,39000.0,46500.0,88150.0,13950.0,15400.0
2017-02-12,11250.0,31250.0,113200.0,21600.0,35200.0,39000.0,46500.0,88150.0,13950.0,15400.0
2017-02-13,11250.0,30950.0,113050.0,21550.0,35950.0,39400.0,43200.0,86600.0,14000.0,15400.0
2017-02-14,11250.0,30800.0,113000.0,21500.0,36450.0,39500.0,42650.0,85850.0,14000.0,15400.0
2017-02-15,10600.0,31600.0,113150.0,23750.0,42350.0,40000.0,41450.0,85100.0,13850.0,15550.0
2017-02-16,11250.0,30750.0,112850.0,21350.0,37000.0,39300.0,42550.0,84600.0,14100.0,15350.0
2017-02-17,11250.0,30800.0,112950.0,21350.0,37100.0,39250.0,42150.0,83850.0,14050.0,15350.0
2017-02-18,11250.0,30800.0,112950.0,21350.0,37100.0,39250.0,42150.0,83850.0,14050.0,15350.0
2017-02-19,11250.0,30800.0,112950.0,21350.0,37100.0,39250.0,42150.0,83850.0,14050.0,15350.0
2017-02-20,11250.0,31000.0,113200.0,21300.0,37450.0,39400.0,41250.0,84650.0,14050.0,15350.0
2017-02-21,11350.0,31050.0,113150.0,21250.0,37350.0,39400.0,41450.0,84300.0,14050.0,15400.0
2017-02-22,11250.0,31200.0,113000.0,21200.0,37250.0,39400.0,40750.0,84800.0,14050.0,15400.0
